Academic Period,Academic Level,Instructional Method,Course Subjects,Section,Course Definition,Abbreviated Title,Description,All Instructors,Enrollment Count,Section Capacity,Section Status,All Conflicting Activity Offerings,Section Details,Locations,Meeting Patterns,Meeting Day Patterns,Start Time,End Time,Subject,Course Number,Section Number,Hidden Course Section
Fall 2023,Undergraduate,Lecture,Physics,PHYS 343-01 - Dynamics,PHYS 343 - Dynamics,Dynamics,"This course begins with the foundation of classical mechanics as formulated in Newton’s Laws of Motion. We then use Hamilton’s Principle of Least Action to arrive at an alternative formulation of mechanics in which the equations of motion are derived from energies rather than forces. This Lagrangian formulation has many virtues, among them a deeper insight into the connection between symmetries and conservation laws. From the Lagrangian formulation we will move to the Hamiltonian formulation and the discussion of dynamics in phase space, exploring various avenues for the transition from the classical to the quantum theory. We will study motion in a central force field, the derivation of Kepler’s laws of planetary motion from Newton’s law of gravity, two-body collisions, and physics in non-inertial reference frames. Other topics may include the dynamics of driven, damped oscillators, and non-linear dynamics of chaotic systems. Three class hours per week.
Requisite: PHYS-125 or consent of the instructor. Fall semester. Visiting Assistant Professor Vasquez Carmona.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: None specified",Juan Vasquez Carmona,19,0,Open,,Tuesday/Thursday | 1:00 PM - 2:20 PM,,Tuesday/Thursday | 1:00 PM - 2:20 PM,Tuesday/Thursday,10:00,11:20,Physics,343,01,
Fall 2023,Undergraduate,Lecture,Physics,PHYS 347-01 - Electromagnetic Theory I,PHYS 347 - Electromagnetic Theory I,Electromagnetic Theory I,"A development of Maxwell’s electromagnetic field equations and some of their consequences using vector calculus. Topics covered include: electrostatics, steady currents and static magnetic fields, time-dependent electric and magnetic fields, and the complete Maxwell theory, energy in the electromagnetic field, Poynting’s theorem, electromagnetic waves, and radiation from time-dependent charge and current distributions. Three class hours per week.
Requisite: PHYS 117/124, PHYS 125, MATH 211 or consent of the instructor. Fall semester. Professor Loinaz.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: quantitative work and working in groups",William Loinaz,7,0,Open,,Monday/Wednesday/Friday | 10:00 AM - 10:50 AM,,Monday/Wednesday/Friday | 10:00 AM - 10:50 AM,Monday/Wednesday/Friday,07:00,07:50,Physics,347,01,
Fall 2023,Undergraduate,Lecture,Physics,PHYS 460-01 - General Relativity,PHYS 460 - General Relativity,General Relativity,"The course is an elementary introduction to Einstein's theory of gravity and modern cosmology. After a brief review of the special theory of relativity, we will investigate vector and tensor fields in terms of their properties under changes of coordinates. We will study geometric ideas such as geodesics, parallel transport, and covariant differentiation, and present the Principle of Equivalence as the central physical principle behind Einstein's theory of gravity. After introducing the stress tensor, we will state the field equations and obtain the simplest solutions to them, and derive the physical implications of the theory for the motion of planets and light in the vicinity of massive stars. We will then discuss modern cosmology, including an introduction to the particle physics needed to describe the thermal history of the universe just after the Big Bang.
Requisite: PHYS 225 and MATH 211; or consent of the instructor. Fall Semester. Professor Loinaz.
 

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Quantitative skills.",William Loinaz,3,0,Open,,Tuesday/Thursday | 10:00 AM - 11:20 AM,,Tuesday/Thursday | 10:00 AM - 11:20 AM,Tuesday/Thursday,07:00,08:20,Physics,460,01,
Fall 2023,Undergraduate,Lecture,Physics,PHYS 490-01 - Special Topics (Special Topics),PHYS 490 - Special Topics,Special Topics,"Independent reading course.
 2022-2023 Fall and spring semester.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis on independent research and writing.",,0,0,Open,,,,,,,,Physics,490,01,
Fall 2023,Undergraduate,Lecture,Physics,PHYS 498-01 - Senior Honors (Senior Honors),PHYS 498 - Senior Honors,Senior Honors,"Individual, independent work on some problem, usually in experimental physics. Reading, consultation and seminars, and laboratory work. Designed for honors candidates, but open to other advanced students with the consent of the department.
2022-2023 Fall semester. The Department.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis on independent research and writing.",,8,0,Open,,,,,,,,Physics,498,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 124-01 - Intro Political Theory,POSC 124 - Intro Political Theory,Intro Political Theory,"Political theory is concerned with core human values regarding order, freedom, equality, identity, rights and obligations, and the institutions and discourses through which struggles concerning these values are mediated. In this course, we will explore arguments in the history of political thought concerning legitimacy and power, representation, the state, and modern understandings of liberalism, democracy, and various form of authoritarianism. Further, we will be asking questions concerning the future of modern political institutions in the face of a contemporary condition marked by intensifying political, economic, and ecological precariousness throughout the planet. Though the specific readings will vary from year to year, among those whose work we may be reading and discussing are Plato, Machiavelli, Hobbes, Locke, Marx, Weber, and contemporarily such thinkers as Judith Butler, William Connolly, Cornel West, John Rawls, Michel Foucault, Hannah Arendt, and Leo Strauss.
Limited to 60 students. Thirty seats reserved for first-year students. Fall semester. Professor Dumm.

How to handle overenrollment: Priority given to first- and second-year students.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Readings, written work, and oral presentation.",Thomas Dumm,22,60,Open,,Monday/Wednesday | 8:30 AM - 9:50 AM,,Monday/Wednesday | 8:30 AM - 9:50 AM,Monday/Wednesday,05:30,06:50,Political Science,124,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 219-01 - Intro American Politics,POSC 219 - Intro American Politics,Intro American Politics,"U.S. politics have been an object of fascination not only for American citizens but also for scholars, students, and observers from around the world. This course provides both an introduction to key scholarly arguments about American political institutions, development and participation as well as a chance to engage with the important question of how distinctive the politics of the U.S. actually are. Focusing our attention initially on the role Congress, the Presidency, the Supreme Court, and the Constitution play in the shaping of policy, we will then examine how Americans actually participate in the political process. This means looking at how parties, the media, perceptions of class, race, and gender, interactions with bureaucracy, and even arguing and fighting shape the way Americans view their place in the political world.  Finally, we will focus on the question of American ""exceptionalism""—how different, really, are American political institutions and experience, and what lessons can we draw from the American experiment that might (or might not) help us understand the political process elsewhere?
Limited to 35 Students. Fall semester. Associate Professor Obert 

How to handle overenrollment: Preference given to political science majors

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis on written work; reading.",Jonathan Obert,33,35,Open,,Tuesday/Thursday | 10:00 AM - 11:20 AM,,Tuesday/Thursday | 10:00 AM - 11:20 AM,Tuesday/Thursday,07:00,08:20,Political Science,219,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 226-01 - Death of Democracy,POSC 226 - Death of Democracy,Death of Democracy,"The United States is at a crossroads in its political history. Long thought of as the paradigmatic example of a stable, multiracial, multiethnic, constitutional democracy, today Americans are coming to terms with the fact that this country’s history is more complex than that imagining would suggest and the fact that survival of our democratic institutions can no longer be taken for granted. The questions that will guide this course are: How has the United States come to this point, and how did we reach the current crisis of democracy? We will also consider whether the present crisis has been precipitated and shaped by our very aspiration to build a racially and ethnically inclusive society. How does that crisis play out in the internet/social media era? And have Americans forgotten what it means to think and act in a democratic fashion? Is the constitutional framework adequate to the challenges the United States now faces? What economic, cultural, social, and political changes will be necessary if a genuinely inclusive democracy is to be realized and preserved? What habits of mind need to be cultivated for that to occur? We will draw on literary and popular culture sources and authors like Amanda Gorman, Toni Morrison and Layli Long Soldier, as well as study thinkers such as Michael Sandel, Nikole-Hannah Jones, Ibram X. Kendi, Robert Putnam, Amy Chua, Anne Applebaum, Adrian Vermeule, and Danielle Allen.
Limited to 15 students. Priority given to sophomores. Fall semester. Professor Austin Sarat.

How to handle overenrollment: Priority given to Sophomores.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Frequent writing, class participation, group work.",Austin Sarat,15,15,Closed,,Tuesday/Thursday | 2:30 PM - 3:50 PM,,Tuesday/Thursday | 2:30 PM - 3:50 PM,Tuesday/Thursday,11:30,12:50,Political Science,226,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 231-01 - Polit Econ of Petro-States,POSC 231 - Pol Econ of Petro States,Polit Econ of Petro-States,"This is a modified version of POSC 232, The Political Economy of Development. The first half of the course is identical to 232, but the second half will have a different focus: the political economy of oil. This section will explore the extent to which oil is a “resource curse,” the neo-structuralist notion that an abundance of a natural resource, in this case oil, is detrimental for development because it distorts economic incentives (away from diversification) and distorts politics (by facilitating corruption, raising the stakes of power-holding, increasing the chance for abuse of state power, and weakening society’s capacity to hold the state accountable). We will examine these hypotheses by focusing on Venezuela, one of the world’s leading oil producers. Until the 1980s, Venezuela was considered an example of democratization. In the 1990s, Venezuela became instead a paradigmatic case of policy incoherence. In the early 2000s, under the Hugo Chávez administration, Venezuela became a case of political polarization, and some argue, rising authoritarianism. The second half of this course will assess whether the resource-curse theory provides the best account of Venezuela’s politics since the 1980s. To address this question, we will: (1) compare the resource-curse argument with other competing theories of development that might account for Venezuelan politics; and (2) compare the Venezuelan case with other cases in Latin America, Asia, the Middle East, and Africa. This course fulfills requirements for the Five College Certificates in Latin American Studies and International Relations.
Not open to students who have taken POSC 232. Admission with the consent of the instructor. Limited to 35 students. Fall semester. Professor Corrales.

How to handle overenrollment: Priority given to Political Science majors. Others admitted to balance by class year and major.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis written work, readings, independent research, oral presentations, group work.",Javier Corrales,6,35,Open,,Tuesday/Thursday | 2:30 PM - 3:50 PM,,Tuesday/Thursday | 2:30 PM - 3:50 PM,Tuesday/Thursday,11:30,12:50,Political Science,231,01,
Fall 2023,Undergraduate,Lecture,Political Science,"POSC 239-01 - Age, Aging, Ageism","POSC 239 - Age, Aging, Ageism","Age, Aging, Ageism","The course investigates the connections between the politics of aging and political discourses surrounding seniors from an intersectional and interdisciplinary perspective. The premise of the course highlights the fact that prejudice, stereotyping, and othering based on age (both towards the young, but primarily against the old) are ""the last acceptable prejudice"" in democratic societies. While there are many international conventions about the rights of children or women, there is little in international law that seeks to protect seniors. Some express frustration at what they perceive as unfairness created through seniority principles, and the disproportionate attention the elderly receive as voters (due to their high levels of participation). Others deplore the invisibility and exclusion seniors face in the labor market and society. The class reflects on the ways in which these dynamics overlap and interact with race and racism, gender discrimination, and exclusion of the poor. It considers the sources of empowerment and disempowerment of senior citizens of different racial backgrounds in the US and around the world, in contemporary politics and in historical perspective. It reflects on how age and aging are perceived in different cultures and in connection with different racial and ethnic identities. One of the case studies examines COVID-19 and the condition/agency of seniors during the pandemic around the world. A central question is: what can and should be done to create cross-generational solidarity in democratic societies that are so divided along age lines?
Limited to 15 students. Priority given to Sophomores. Fall semester. Assistant Professor Paul.

How to handle overenrollment: Priority given to sophomores

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis on written work, readings, independent research, oral presentations, and collaboration.",Ruxandra Paul,16,16,Closed,,Tuesday/Thursday | 10:00 AM - 11:20 AM,,Tuesday/Thursday | 10:00 AM - 11:20 AM,Tuesday/Thursday,07:00,08:20,Political Science,239,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 262-01 - The Affective Interface,POSC 262 - The Affective Interface,The Affective Interface,"The Affective Interface explores a range of issues concerning the technologized body—though none more urgent than the political implications surrounding life itself. The course considers the relationship of the mind and body to technology in contemporary culture between 1990 and 2020. We will discuss the profound implications of the merging of genetic code and digital code, consider how our understanding of what an apparatus is has changed, interrogate the influence of social media, delve into work made by artists who collaborate with scientists, and reflect on the ethical and political implications of creating  new forms of plant and animal life. Readings may include the voices of artists, writers, scientists, historians, cultural theorists, and philosophers, including Giorgio Agamben, Sarah Ahmed, Jane Bennett, Rosi Braidotti, Patricia Clough, Donna Haraway, Jean Francois-Lyotard, Kim Stanley Robinson, Sandy Stone, Adrian Tchaikovsky, and Craig Venter, among others.
Limited to 24 students. Fall semester. Visiting Lecturer Falk.
 

How to handle overenrollment: Priority first given to fourth-year students, then to a balance of first-years, sophomores, and juniors, randomly determined, followed by 5-college students.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis is on written work, readings, independent research, oral presentations, and group work.",Lorne Falk,4,24,Open,,Tuesday/Thursday | 8:30 AM - 9:50 AM,,Tuesday/Thursday | 8:30 AM - 9:50 AM,Tuesday/Thursday,05:30,06:50,Political Science,262,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 263-01 - PostColonial Nationalism,POSC 263 - PostColonial Nationalism,PostColonial Nationalism,"Nationalist fervor seemed likely to diminish once so-called Third World nations achieved independence. However, the past few years have witnessed the resurgence and transformation of nationalism in the post-colonial world. Where anti-colonial nationalist movements appeared to be progressive forces of social change, many contemporary forms of nationalism appear to be reactionary. Did nationalist leaders and theoreticians fail to identify the exclusionary qualities of earlier incarnations of nationalism? Were they blind to its chauvinism? Or has nationalism become increasingly intolerant? Was the first wave of nationalist movements excessively marked by European liberal influences? Or was it insufficiently committed to universal principles? We will explore expressions of nationalism in democratic, revolutionary, religious nationalist, and ethnic separatist movements in the post-colonial world.
Limited to 25 students. Fall semester. Professor Basu.

How to handle overenrollment: Priority first given to fourth-year Political Science majors, then to a balance of first-years, sophomores and juniors, randomly determined, followed by 5-college students.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Independent research, oral presentations, and group work.",Amrita Basu,10,25,Open,,Tuesday/Thursday | 2:30 PM - 3:50 PM,,Tuesday/Thursday | 2:30 PM - 3:50 PM,Tuesday/Thursday,11:30,12:50,Political Science,263,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 334-01 - American Pol. Thought,POSC 334 - American Pol. Thought,American Pol. Thought,"This course is a study of aspects of the canon of American political thought. While examining the roots of American thought in Puritanism and Quakerism, the primary focus will be on American transcendentalism and its impact on subsequent thought. Among those whose works we are likely to consider are Ralph Waldo Emerson, Henry David Thoreau, Margaret Fuller, Walt Whitman, W.E.B. DuBois, William James, Jane Addams, John Dewey, Martin Luther King, Hannah Arendt, Richard Rorty, and Stanley Cavell.
Not open to first-year students. Fall semester. Professor Dumm.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Close reading, research skills, writing. Modes of learning: reading, class discussion and debate, responses to prompts, and writing of a research paper. Assessment: based on class participation, response to prompts, and completion of research paper.",Thomas Dumm,17,0,Open,,Monday/Wednesday | 2:00 PM - 3:20 PM,,Monday/Wednesday | 2:00 PM - 3:20 PM,Monday/Wednesday,11:00,12:20,Political Science,334,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 370-01 - Cyberpolitics,POSC 370 - Cyberpolitics,Cyberpolitics,"This seminar examines how the digital age (the third industrial revolution) has transformed politics around the world, in democratic and non-democratic contexts. Information and communication technologies (ICTs) change how people, states, and non-state actors interact. Technology creates new access points and vulnerabilities, new windows of opportunity and new politically salient actors, new political behaviors and types of participation. The course includes four modules: e-democracy (online social capital, digital citizenship, hashtag movements, online electoral campaigns, election hacking and ""fake news,"" participation, information/disinformation strategies - e.g. the use of troll farms and bot armies to undermine democratic processes and trust in open societies); cyber security (cyberwar, cyberattacks, defense, terrorism, surveillance, privacy); online revolutions and authoritarian resilience (regime change, democracy promotion, censorship, ); and beyond borders (social movements and hacktivism, crypto currencies, global markets and tech giants, etc.).
The course asks four big questions:
1.     How does digital technology transform democracy and democratic politics?
2.     How does the Digital Age influence national and international security?
3.     Do ICTs undermine or strengthen nondemocratic regimes?
4.     What political, economic and social changes occur at the subnational and supranational level as a result of new technologies?
We use current issues and cases (e.g. disinformation campaigns/fake news ops, #BlackLivesMatter, #MeToo/#NiUnaMenos, the Arab Spring, online radicalization, the Snowden revelations, net neutrality, Internet centralization & decentralization, Anonymous ops, Internet censorship and surveillance in China, Stuxnet, ransomware cyberattacks, Amazon as a business model, AI, virtual reality etc.) to analyze how cyberspace reshapes politics, societies, markets, communities, as well as political science as a discipline. You will gain a rigorous and sophisticated understanding of the relationship between technology and politics, and its various facets. The course will teach you how to develop expertise and design a research project on a topic of your choice: you will learn how to turn a general interest into a research question; how to read, summarize, and engage with relevant scholarship on the subject; and how to move from reading what others have to say about your topic of interest towards producing new knowledge of the kind that forms the basis for an original research paper or honors thesis. For students potentially interested in working towards a senior thesis, this seminar provides a much-needed analytical and methodological foundation. 
Requisite: At least one POSC course
Limited to 20 students. Fall semester. Assistant Professor Paul.

How to handle overenrollment: Priority to Political Science majors, seniors, and juniors.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis on readings, communication skills (discussions, oral presentations, written work - both academic and public intellectual/commentary style, online participation and engagement), group work, independent research, staying informed (following, sharing, and commenting current events), developing analytical skills that are portable across a wide range of professional and academic settings (developing an informed opinion on the basis of critical engagement with a set of competing arguments, contributing to a debate, synthesizing existing knowledge/research, categorizing claims, assessing arguments on the basis of real-world/empirical evidence, offering constructive criticism, setting goals for oneself and one's team, developing and implementing action plans, identifying effective accountability mechanisms, developing self-assessment techniques and achieving intellectual independence as a learner, etc.).",Ruxandra Paul,11,20,Open,,Tuesday/Thursday | 1:00 PM - 2:20 PM,,Tuesday/Thursday | 1:00 PM - 2:20 PM,Tuesday/Thursday,10:00,11:20,Political Science,370,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 380-01 - Kremlin Rising,POSC 380 - Kremlin Rising,Kremlin Rising,"This course will examine the foreign policy of the Russian Federation of the past twenty years. As a successor state Russia has inherited both the Soviet Union's clout (nuclear arms, a permanent seat on the U.N. Security Council) and Soviet debts—monetary, psychological, and historical. What are the conceptual foundations of Russian diplomacy? Can we deconstruct Russian nationalism so as to examine its different trends and their impact on foreign policy? Do Russian exports of oil and gas define Russian diplomacy, as it is often claimed? Is there any pattern in the struggle over resources and their export routes in continental Eurasia?
Requisite: A previous POSC course. Limited to 20 students. Fall semester. Visiting Assistant Professor Pleshakov.

How to handle overenrollment: Preference given to senior and junior Political Science majors who require the class, then to majors by rank, then to non-majors

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Emphasis on class discussion, oral presentations, and written work.",Constantine Pleshakov,14,20,Open,,Monday | 2:00 PM - 5:00 PM,,Monday | 2:00 PM - 5:00 PM,Monday,11:00,14:00,Political Science,380,01,
Fall 2023,Undergraduate,Lecture,"Political Science

Sexuality Wmn's & Gndr Studies",POSC 407-01/ SWAG 400-01 - Contemporary Debates,POSC 407/ SWAG 400 - Contemporary Debates,Contemporary Debates,"(Offered as SWAG 400 and POSC 407) The topic will vary from year to year. This seminar explores when and how women and LGBTQ communities resist domination across racial, class, and national divides. We will examine varied and changing expressions of agency and modes of activism—through art, poetry, literature, cinema, and electoral politics. We will devote particular attention to how the growth of right-wing nationalisms globally influences the character of resistance. Which modes of protest challenge dominant narratives of the nation? What alternative imaginaries do they offer? What impact do they have on our feminist futures?
Limited to 25 students. Not open to first-year students. Fall semester. Professors Basu and Shandilya.

How to handle overenrollment: Priority to SWAGS and POSCI majors and then to juniors and seniors

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: written work, readings, independent research, oral presentations, group work, and visual analysis.","Amrita Basu

Krupa Shandilya",10,25,Open,,Wednesday | 2:00 PM - 4:45 PM,,Wednesday | 2:00 PM - 4:45 PM,Wednesday,11:00,13:45,Sexuality Wmn's & Gndr Studies,400,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 412-01 - Quirky Citizenship,POSC 412 - Quirky Citizenship,Quirky Citizenship,"This course will explore how autism as both a medical diagnosis and a social category has gained significance over the past forty years. The course will situate the study of autism in the broader framework of the disability rights movement. We will consider the evidence for its characterization as an “epidemic” and how medical experts, parents, and autistic individuals have challenged and collaborated with each other. The study of autism will also be viewed in relation to wide-ranging political concerns, including vaccination and public health, economic costs of care, gender identities, and the growth of bio-medical power.
This course fulfills a requirement for the Five College Reproductive Health, Rights and Justice (RHRJ) certificate.
Requisite: At least one POSC course. Limited to 18 students. Fall semester. Professor Bumiller.

How to handle overenrollment: Priority given to Political Science majors.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Independent research project, group work, readings, written work, oral presentations.",Kristin Bumiller,4,18,Open,,Tuesday | 2:30 PM - 5:15 PM,,Tuesday | 2:30 PM - 5:15 PM,Tuesday,11:30,14:15,Political Science,412,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 434-01 - Grand Strategy,POSC 434 - Grand Strategy,Grand Strategy,"This course will examine the theory and practice of Grand Strategy in a historical and contemporary context, from a variety of analytical perspectives, integrating academic disciplines, including history, economics, political science, international relations, and security studies, with elements from the profession of arms. This methodology will expose students to a rich tapestry of challenges facing senior political and military leaders and help students understand the complex relationship between national resources, military objectives, and national security policy. The strategists and their strategies we consider will range over some two and a half millennia, illustrating the continuity and change in the practice of strategy, as well as the kind of challenges and opportunities that endure for all nations and their leaders. Students will grapple with the complex interrelationship between policy, strategy, and grand strategy spanning the peace-war continuum. At the conclusion of this course, students will be able to evaluate strategic arguments and create alternative courses of strategic action. Students will also be able to apply basic strategic principles drawn from theorists, real world practitioners, and the lessons drawn from historical case studies.
Requisite: At least one prior course in political science required. Limited to 20 students. Fall semester. Chamberlain Fellow Smitson.

How to handle overenrollment: Priority to Political Science majors, seniors, juniors, then sophomores.

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Critical thinking; apply theoretical concepts to real world application; synthesize classic and modern readings on strategy and strategic assessment; utilize analytical reasoning and oral and written communication skills for individual and group work; apply basic strategic principles drawn from theorists and the lessons drawn from historical case studies. Major graded assignments will include exams, a research paper, and capstone practical exercise.",Scott Smitson,6,20,Open,,Friday | 12:00 PM - 2:45 PM,,Friday | 12:00 PM - 2:45 PM,Friday,09:00,11:45,Political Science,434,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 490-01 - Special Topics (Special Topics),POSC 490 - Special Topics,Special Topics,"Independent reading course.
Fall and spring semesters. The Department.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Independent research, written work, and oral presentations.",,0,0,Open,,,,,,,,Political Science,490,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 498-01 - Senior Honors (Senior Honors),POSC 498 - Senior Honors,Senior Honors,"One full course. This course is open only to seniors majors who have been accepted in the Political Science Honors program and have departmental approval.
Fall semester. The Department.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Independent research, written work, and oral presentations.",,9,0,Open,,,,,,,,Political Science,498,01,
Fall 2023,Undergraduate,Lecture,Political Science,POSC 498D-01 - Senior Honors (Senior Honors),POSC 498D - Senior Honors,Senior Honors,"A double credit course with department approval. This course is only open to seniors majors who have been accepted in the Political Science Honors program and have departmental approval.
Fall semester. The Department.

How to handle overenrollment: null

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: Independent research, written work, and oral presentations.",,0,0,Open,,,,,,,,Political Science,498D,01,
Fall 2023,Undergraduate,Lecture,Psychology,PSYC 100-02 - Intro to Psychology,PSYC 100 - Intro to Psychology,Intro to Psychology,"An introduction to the nature of psychological inquiry regarding the origins, variability, and change of human behavior. As such, the course focuses on the nature-nurture controversy, the processes associated with cognitive and emotional development, the role of personal characteristics and situational conditions in shaping behavior, and various approaches to psychotherapy.
Not open to five college students. Limited to 40 students in the fall semester (20 seats reserved for first-year students) and limited to first-year students in the spring semester. Fall semester: Professors Sanderson, Baird, Hart, and TBA.  Spring semester:  Professors Cohen and TBA.

How to handle overenrollment: Preference given to first- and second-year students .

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: In class quizzes and exams.",Allen Hart,14,20,Open,,Tuesday/Thursday | 8:30 AM - 9:50 AM,,Tuesday/Thursday | 8:30 AM - 9:50 AM,Tuesday/Thursday,05:30,06:50,Psychology,100,02,
Fall 2023,Undergraduate,Lecture,Psychology,PSYC 122-01 - Statistics for Behav Sci,PSYC 122 - Statistics for Behav Sci,Statistics for Behav Sci,"This course covers the basic statistical procedures used by behavioral scientists  including: confidence intervals, t-tests, analysis of variance (ANOVA), correlation, and regression.  Although the course will teach students how to calculate relevant statistics, equal emphasis will be placed on the theoretical background that underlies the practice of statistics.  Primary source articles will be discussed to illustrate how statistical inferences yield theoretical conclusions.  Students will learn both how to present data to a scientific community and how to evaluate statistical claims that they encounter in scientific and other contexts.
Requisite: PSYC 100 or consent of the instructor. Limited to 30 students. Fall semester:  Professor Schulkind. Spring semester: Professor McQuade.

How to handle overenrollment: Preference given to sophomores who intend to major in Psychology

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: This course will include both online and in-person lectures.  It adopts a quantitative approach; students will be asked to solve quantitative problems both inside and outside of class.  Problem sets will be assigned weekly.  There will be short reading assignments approximately every other week.  Students should expect three in-class exams. Homework assignments and exams will include a mixture of calculation and conceptual questions.",Matthew Schulkind,31,30,Closed,,Tuesday/Thursday | 1:00 PM - 2:20 PM,,Tuesday/Thursday | 1:00 PM - 2:20 PM,Tuesday/Thursday,10:00,11:20,Psychology,122,01,
Fall 2023,Undergraduate,Lecture,Psychology,PSYC 205-01 - Sex Differences in Psych,PSYC 205 - Sex Differences in Psych,Sex Differences in Psych,"Are men more aggressive? Do women talk more? We will consider sex and gender as variables in psychological research, focusing on areas in which sex differences have been noted, such as spatial reasoning, play behavior, aggression, and mental illness. We will examine the literature in these areas and consider the arguments for and against the notion that these differences are meaningful. We will engage with both human and animal literature to attempt to disentangle the roles of biological variables and societal influence in creating these differences. We will also consider how researchers consider sex and gender as separate variables and how research can better accommodate a more nonbinary gender model. During the course of the semester, students will work in groups to develop research proposals which they will present to the class for feedback.  Research teams will then design their studies and collect their data with frequent ""lab meeting"" style group discussions.  The semester will conclude with group presentations and individual research-style write-ups of the experiments. This course fulfills the lab/research methods required for the Psychology major.  
Requisites: Psychology 100 and either Stats 122, Stats 111, or Stats 135. Limited to 18. Fall semester. Professor Turgeon.
Pending Faculty Approval

How to handle overenrollment: Preference will be given to psychology majors who need the course to fulfill the Lab/Research Methods requirement for the majors.  Juniors will be given preference over sophomores

Students who enroll in this course will likely encounter and be expected to engage in the following intellectual skills, modes of learning, and assessment: There will be an emphasis on reading, research, and writing.",Sarah Turgeon,13,18,Open,,Tuesday/Thursday | 11:30 AM - 12:50 PM,,Tuesday/Thursday | 11:30 AM - 12:50 PM,Tuesday/Thursday,08:30,09:50,Psychology,205,01,
